team_name_norm,opponent_norm,last5_avg_score,last5_win_rate,last3_win_rate,win_streak,days_rest,h2h_win_rate,venue_win_rate,cum_wins_before_match,ladder_rank_before_match
melbourne demons,north melbourne kangaroos,63.6,0.0,0.0,-6,8.0,0.4,0.0,5.0,9.0
melbourne demons,port adelaide power,59.8,0.2,0.0,-4,8.0,0.5,0.5,4.0,4.0
melbourne demons,richmond tigers,87.2,0.8,0.6666666666666666,-1,13.0,0.5,0.4794238683127572,4.0,1.0
melbourne demons,st kilda saints,61.2,0.6,1.0,3,7.0,0.5,0.3833333333333333,1.0,1.0
melbourne demons,sydney swans,110.4,0.8,0.6666666666666666,2,7.0,0.1666666666666666,0.468384074941452,12.0,1.0
melbourne demons,west coast eagles,95.8,0.4,0.6666666666666666,1,7.0,0.1111111111111111,0.6666666666666666,2.0,1.0
melbourne demons,western bulldogs,85.2,0.4,0.3333333333333333,-2,6.0,0.6428571428571429,0.4242424242424242,10.0,2.0
north melbourne kangaroos,adelaide crows,86.6,0.2,0.3333333333333333,1,7.0,0.5,0.6923076923076923,1.0,10.0
north melbourne kangaroos,brisbane bears,133.8,0.8,1.0,3,8.0,0.6666666666666666,0.5151515151515151,7.0,2.0
north melbourne kangaroos,brisbane lions,82.2,0.6,0.6666666666666666,1,7.0,0.6666666666666666,0.2777777777777778,1.0,1.0
north melbourne kangaroos,carlton blues,45.6,0.0,0.0,-5,7.0,0.6153846153846154,0.3636363636363636,2.0,5.0
north melbourne kangaroos,collingwood magpies,74.0,0.2,0.3333333333333333,1,6.0,0.0,0.4859437751004016,2.0,8.0
north melbourne kangaroos,essendon bombers,66.2,0.2,0.3333333333333333,1,8.0,0.5714285714285714,0.5428571428571428,1.0,6.0
north melbourne kangaroos,fitzroy lions,85.0,0.4,0.0,-3,7.0,0.75,0.5,11.0,1.0
north melbourne kangaroos,fremantle dockers,63.8,0.0,0.0,-5,6.0,0.5,0.4,1.0,4.0
north melbourne kangaroos,geelong cats,82.6,0.2,0.0,-4,9.0,0.25,0.4074074074074074,0.0,3.0
north melbourne kangaroos,gold coast suns,79.0,0.2,0.0,-4,7.0,0.5,0.5223214285714286,2.0,9.0
north melbourne kangaroos,greater western sydney giants,67.8,0.0,0.0,-6,7.0,,0.6,4.0,5.0
north melbourne kangaroos,hawthorn hawks,63.2,0.2,0.3333333333333333,1,7.0,0.6,0.5666666666666667,2.0,10.0
north melbourne kangaroos,melbourne demons,92.2,0.8,0.6666666666666666,2,8.0,0.8,0.7777777777777778,2.0,1.0
north melbourne kangaroos,port adelaide power,85.0,0.0,0.0,-5,6.0,0.75,0.0,4.0,10.0
north melbourne kangaroos,richmond tigers,90.8,0.4,0.3333333333333333,-1,7.0,0.5555555555555556,0.6666666666666666,2.0,8.0
north melbourne kangaroos,st kilda saints,67.0,0.0,0.0,-5,8.0,0.8,0.4801587301587302,4.0,6.0
north melbourne kangaroos,sydney swans,69.2,0.2,0.3333333333333333,-2,7.0,0.7272727272727273,0.5246636771300448,2.0,5.0
north melbourne kangaroos,west coast eagles,71.6,0.2,0.3333333333333333,-1,8.0,0.5,0.25,2.0,2.0
north melbourne kangaroos,western bulldogs,74.6,0.2,0.3333333333333333,-2,7.0,0.3333333333333333,0.4916666666666666,1.0,10.0
port adelaide power,adelaide crows,94.6,0.8,0.6666666666666666,2,84.0,0.625,0.5915492957746479,1.0,1.0
port adelaide power,brisbane lions,74.4,0.6,0.6666666666666666,1,9.0,0.4285714285714285,0.3461538461538461,7.0,5.0
port adelaide power,carlton blues,87.0,0.6,0.6666666666666666,1,6.0,0.3333333333333333,0.4838709677419355,11.0,2.0
port adelaide power,collingwood magpies,101.6,0.8,0.6666666666666666,2,7.0,0.3333333333333333,0.4259259259259259,4.0,3.0
port adelaide power,essendon bombers,71.0,0.8,0.6666666666666666,1,6.0,0.4,0.6125,1.0,1.0
port adelaide power,fremantle dockers,94.2,0.4,0.3333333333333333,-2,6.0,1.0,0.6496815286624203,5.0,3.0
port adelaide power,geelong cats,83.8,0.6,0.3333333333333333,-1,6.0,0.4444444444444444,0.6274509803921569,8.0,6.0
port adelaide power,gold coast suns,85.8,0.6,0.6666666666666666,-1,9.0,1.0,0.9090909090909092,8.0,1.0
port adelaide power,greater western sydney giants,62.4,0.2,0.0,-4,14.0,0.3333333333333333,0.2,4.0,4.0
port adelaide power,hawthorn hawks,85.8,0.6,0.6666666666666666,-1,6.0,1.0,0.599009900990099,8.0,4.0
port adelaide power,melbourne demons,56.2,0.2,0.3333333333333333,1,8.0,0.5714285714285714,0.6285714285714286,5.0,1.0
port adelaide power,north melbourne kangaroos,78.4,0.6,0.6666666666666666,2,6.0,0.4444444444444444,0.6666666666666666,7.0,1.0
port adelaide power,richmond tigers,84.0,0.2,0.0,-3,7.0,0.6,0.6213592233009708,8.0,7.0
port adelaide power,st kilda saints,75.8,0.4,0.3333333333333333,-1,10.0,0.6666666666666666,0.6370370370370371,1.0,4.0
port adelaide power,sydney swans,78.8,0.4,0.3333333333333333,1,7.0,0.4,0.5797101449275363,9.0,5.0
port adelaide power,west coast eagles,68.8,0.0,0.0,-6,6.0,0.3333333333333333,0.6041666666666666,0.0,6.0
port adelaide power,western bulldogs,74.0,0.6,0.6666666666666666,1,6.0,0.5,0.6226415094339622,7.0,1.0
richmond tigers,adelaide crows,107.2,0.6,0.6666666666666666,-1,8.0,0.25,0.238095238095238,8.0,4.0
richmond tigers,brisbane bears,82.8,0.0,0.0,-11,8.0,,0.3684210526315789,0.0,3.0
richmond tigers,brisbane lions,91.4,0.8,0.6666666666666666,1,13.0,0.3333333333333333,0.455026455026455,5.0,4.0
richmond tigers,carlton blues,63.0,0.2,0.3333333333333333,-1,15.0,0.3,0.497907949790795,2.0,6.0
richmond tigers,collingwood magpies,107.8,0.6,0.3333333333333333,1,6.0,0.3333333333333333,0.5043668122270742,1.0,2.0
richmond tigers,essendon bombers,49.4,0.0,0.0,-6,7.0,0.4615384615384615,0.5,1.0,7.0
richmond tigers,fitzroy lions,93.6,0.4,0.3333333333333333,-2,7.0,0.0,0.2,2.0,3.0
richmond tigers,fremantle dockers,68.2,0.2,0.3333333333333333,-2,6.0,0.4,0.5,2.0,9.0
richmond tigers,geelong cats,97.8,0.8,0.6666666666666666,2,6.0,0.3333333333333333,0.4841075794621027,14.0,1.0
richmond tigers,gold coast suns,74.2,0.6,0.6666666666666666,-1,9.0,1.0,0.6190476190476191,6.0,1.0
richmond tigers,greater western sydney giants,79.8,0.4,0.3333333333333333,-1,8.0,1.0,0.4395604395604395,4.0,5.0
richmond tigers,hawthorn hawks,61.6,0.2,0.3333333333333333,1,9.0,0.1428571428571428,0.4989517819706499,2.0,6.0
richmond tigers,melbourne demons,85.4,0.6,0.6666666666666666,2,4.0,0.4,0.4867469879518072,3.0,1.0
richmond tigers,north melbourne kangaroos,63.0,0.4,0.3333333333333333,1,7.0,0.3333333333333333,0.4928131416837782,3.0,3.0
richmond tigers,port adelaide power,82.4,0.6,0.6666666666666666,1,6.0,0.0,0.3333333333333333,8.0,4.0
richmond tigers,st kilda saints,95.2,0.6,0.6666666666666666,-1,12.0,0.25,0.5,7.0,1.0
richmond tigers,sydney swans,91.0,0.2,0.0,-3,6.0,0.2857142857142857,0.4431818181818182,3.0,2.0
richmond tigers,west coast eagles,75.0,0.2,0.3333333333333333,-1,7.0,0.6666666666666666,0.5714285714285714,1.0,2.0
richmond tigers,western bulldogs,65.2,0.2,0.0,-4,15.0,0.375,0.4038461538461538,3.0,4.0
st kilda saints,adelaide crows,76.6,0.6,0.3333333333333333,1,6.0,0.5,0.1875,6.0,8.0
st kilda saints,brisbane bears,78.4,0.0,0.0,-5,14.0,,0.3111111111111111,3.0,4.0
st kilda saints,brisbane lions,85.2,0.8,0.6666666666666666,2,7.0,0.0,0.28,13.0,2.0
st kilda saints,carlton blues,84.8,0.6,0.6666666666666666,-1,8.0,0.2857142857142857,0.43,9.0,3.0
st kilda saints,collingwood magpies,70.8,0.2,0.3333333333333333,-1,9.0,0.2222222222222222,0.5448504983388704,5.0,4.0
st kilda saints,essendon bombers,72.8,0.8,0.6666666666666666,-1,6.0,0.6,1.0,7.0,1.0
st kilda saints,fitzroy lions,79.2,0.6,0.6666666666666666,2,7.0,1.0,0.3,8.0,5.0
st kilda saints,fremantle dockers,78.4,0.2,0.3333333333333333,-1,8.0,0.6666666666666666,0.0,9.0,3.0
st kilda saints,geelong cats,74.4,0.4,0.3333333333333333,-2,189.0,0.3,0.1538461538461538,0.0,3.0
st kilda saints,gold coast suns,91.6,0.8,0.6666666666666666,2,7.0,0.3333333333333333,0.5909090909090909,6.0,3.0
st kilda saints,hawthorn hawks,77.0,0.4,0.3333333333333333,1,7.0,0.4166666666666667,0.5,3.0,4.0
st kilda saints,melbourne demons,103.4,0.6,0.3333333333333333,-1,7.0,0.7,0.4285714285714285,9.0,5.0
st kilda saints,north melbourne kangaroos,81.6,0.2,0.3333333333333333,1,7.0,0.4285714285714285,0.5409836065573771,6.0,5.0
st kilda saints,port adelaide power,97.6,1.0,1.0,5,8.0,0.4,0.0,5.0,2.0
st kilda saints,richmond tigers,70.8,0.4,0.6666666666666666,-1,7.0,0.6363636363636364,0.5444839857651246,11.0,2.0
st kilda saints,sydney swans,78.0,0.8,0.6666666666666666,2,7.0,0.25,0.2222222222222222,5.0,1.0
st kilda saints,west coast eagles,73.4,0.2,0.0,-3,7.0,0.4285714285714285,0.5950920245398773,2.0,2.0
st kilda saints,western bulldogs,70.8,0.2,0.3333333333333333,-1,8.0,0.8333333333333334,0.5722222222222222,4.0,6.0
sydney swans,adelaide crows,110.8,0.8,0.6666666666666666,-1,8.0,0.5,0.5161290322580645,1.0,1.0
sydney swans,brisbane bears,96.4,0.2,0.3333333333333333,-2,6.0,,0.5252525252525253,2.0,1.0
sydney swans,brisbane lions,105.8,0.6,0.3333333333333333,1,8.0,0.6,0.4615384615384615,14.0,1.0
sydney swans,carlton blues,103.4,1.0,1.0,5,7.0,0.5384615384615384,0.6009852216748769,8.0,1.0
sydney swans,collingwood magpies,90.2,0.4,0.0,-3,7.0,0.5,0.6017964071856288,0.0,1.0
sydney swans,essendon bombers,103.4,0.6,0.6666666666666666,2,7.0,0.5,0.5806451612903226,8.0,7.0
sydney swans,fitzroy lions,91.2,0.6,0.6666666666666666,1,13.0,0.6666666666666666,0.1666666666666666,5.0,4.0
sydney swans,fremantle dockers,101.4,0.8,1.0,4,6.0,0.5555555555555556,0.7142857142857143,7.0,1.0
sydney swans,geelong cats,109.2,0.8,0.6666666666666666,1,6.0,0.5714285714285714,0.3181818181818182,15.0,3.0
sydney swans,gold coast suns,91.0,0.8,1.0,4,7.0,1.0,0.2307692307692307,10.0,4.0
sydney swans,greater western sydney giants,83.8,0.4,0.0,-3,7.0,0.7142857142857143,0.6004784688995215,2.0,5.0
sydney swans,hawthorn hawks,81.2,0.6,0.6666666666666666,2,6.0,0.5714285714285714,0.5963060686015831,8.0,1.0
sydney swans,melbourne demons,81.6,0.6,0.3333333333333333,-2,181.0,0.6666666666666666,0.5970149253731343,0.0,1.0
sydney swans,north melbourne kangaroos,82.0,0.6,0.6666666666666666,1,7.0,0.0,0.5,3.0,2.0
sydney swans,port adelaide power,88.6,0.2,0.3333333333333333,-2,6.0,0.8,0.6153846153846154,14.0,1.0
sydney swans,richmond tigers,88.6,0.6,1.0,3,8.0,0.6666666666666666,0.4117647058823529,3.0,1.0
sydney swans,st kilda saints,91.2,0.6,1.0,3,7.0,0.0,0.4333333333333333,12.0,3.0
sydney swans,west coast eagles,79.6,0.4,0.3333333333333333,-2,8.0,0.7,0.3571428571428571,8.0,2.0
sydney swans,western bulldogs,99.4,0.4,0.3333333333333333,-1,7.0,0.5,0.6024390243902439,14.0,1.0
w. bulldogs,adelaide crows,113.0,0.8,1.0,4,9.0,0.7272727272727273,0.5241379310344828,10.0,4.0
w. bulldogs,brisbane bears,107.2,0.6,0.3333333333333333,-1,7.0,0.5,0.6111111111111112,3.0,4.0
w. bulldogs,brisbane lions,73.6,0.4,0.3333333333333333,-2,7.0,0.6666666666666666,0.472,0.0,2.0
w. bulldogs,carlton blues,103.4,0.8,0.6666666666666666,-1,9.0,0.7,0.4979423868312757,6.0,1.0
w. bulldogs,collingwood magpies,96.6,0.6,0.6666666666666666,1,6.0,0.2222222222222222,0.4571428571428571,1.0,1.0
w. bulldogs,essendon bombers,109.6,0.6,0.3333333333333333,-2,7.0,0.375,0.5223367697594502,10.0,2.0
w. bulldogs,fitzroy lions,85.8,0.2,0.3333333333333333,-2,6.0,0.0,0.375,0.0,7.0
w. bulldogs,fremantle dockers,92.2,0.6,0.6666666666666666,-1,9.0,0.4,0.0,9.0,1.0
w. bulldogs,geelong cats,94.8,0.6,0.6666666666666666,2,6.0,0.3529411764705882,0.4545454545454545,2.0,5.0
w. bulldogs,gold coast suns,94.4,0.6,0.6666666666666666,1,8.0,1.0,0.625,4.0,5.0
w. bulldogs,greater western sydney giants,100.4,0.8,0.6666666666666666,1,7.0,1.0,0.6666666666666666,13.0,3.0
w. bulldogs,hawthorn hawks,88.4,0.4,0.6666666666666666,1,9.0,0.0,0.375,11.0,2.0
w. bulldogs,melbourne demons,101.2,0.8,1.0,3,6.0,0.2857142857142857,0.5020408163265306,9.0,1.0
w. bulldogs,north melbourne kangaroos,80.2,0.4,0.0,-3,9.0,0.6363636363636364,0.5056603773584906,7.0,1.0
w. bulldogs,port adelaide power,97.0,0.6,0.6666666666666666,2,7.0,0.5714285714285714,0.4166666666666667,8.0,5.0
w. bulldogs,richmond tigers,64.0,0.4,0.3333333333333333,1,9.0,0.7272727272727273,0.4558823529411764,1.0,3.0
w. bulldogs,st kilda saints,83.4,0.4,0.3333333333333333,-2,8.0,0.2,0.4902912621359223,5.0,3.0
w. bulldogs,sydney swans,109.6,0.6,0.6666666666666666,-1,8.0,0.4444444444444444,0.4074074074074074,8.0,2.0
w. bulldogs,west coast eagles,77.4,0.2,0.0,-4,8.0,0.375,0.28,1.0,4.0
west coast eagles,adelaide crows,98.4,0.4,0.3333333333333333,-2,7.0,0.25,0.2631578947368421,8.0,1.0
west coast eagles,brisbane bears,95.8,0.6,0.6666666666666666,2,8.0,1.0,,10.0,1.0
west coast eagles,brisbane lions,63.2,0.0,0.0,-6,7.0,0.25,0.5256410256410257,3.0,5.0
west coast eagles,carlton blues,63.6,0.0,0.0,-6,6.0,0.5,0.5,0.0,6.0
west coast eagles,collingwood magpies,67.4,0.0,0.0,-7,6.0,0.375,0.40625,0.0,8.0
west coast eagles,essendon bombers,62.6,0.2,0.3333333333333333,1,6.0,0.3846153846153846,0.4029850746268656,2.0,10.0
west coast eagles,fitzroy lions,104.4,0.8,1.0,3,5.0,0.0,0.8,13.0,1.0
west coast eagles,fremantle dockers,61.6,0.2,0.3333333333333333,-1,7.0,0.5714285714285714,,2.0,9.0
west coast eagles,geelong cats,69.8,0.4,0.6666666666666666,-1,6.0,0.3333333333333333,0.32,5.0,8.0
west coast eagles,gold coast suns,78.4,0.2,0.0,-4,7.0,1.0,0.4444444444444444,2.0,5.0
west coast eagles,greater western sydney giants,69.0,0.2,0.3333333333333333,-2,7.0,1.0,0.5428571428571428,0.0,4.0
west coast eagles,hawthorn hawks,85.4,0.8,0.6666666666666666,2,6.0,0.2727272727272727,0.6765676567656765,14.0,2.0
west coast eagles,melbourne demons,79.4,0.4,0.0,-3,7.0,0.5,0.5405405405405406,2.0,5.0
west coast eagles,north melbourne kangaroos,72.8,0.2,0.3333333333333333,1,8.0,0.3333333333333333,0.3333333333333333,4.0,9.0
west coast eagles,port adelaide power,70.4,0.4,0.3333333333333333,-2,7.0,0.75,0.4285714285714285,1.0,4.0
west coast eagles,richmond tigers,114.4,0.8,1.0,4,8.0,0.6666666666666666,0.3902439024390244,4.0,1.0
west coast eagles,st kilda saints,98.4,0.4,0.6666666666666666,-1,6.0,1.0,0.6643598615916955,15.0,2.0
west coast eagles,sydney swans,86.0,0.4,0.6666666666666666,2,7.0,0.4,0.6652173913043479,2.0,1.0
west coast eagles,western bulldogs,75.0,0.4,0.6666666666666666,2,7.0,0.7777777777777778,0.7777777777777778,12.0,1.0
